Id,X14,X15,X25,X26,X27,X31,PrepDays,DurationInt,DayOfYear,DayOfWeek,M28_IsClamped,M28_AU,M28_CA,M28_CN,M28_DE,M28_ES,M28_FR,M28_GB,M28_IN,M28_NL,M28_RU,M28_TW,M28_US,M7_3,M7_7,M7_15,M7_30,M8,M9_3,M9_7,M9_15,M9_30,M9_D7,M9_D15,M9_D30,M9_Ddeadline,M10_3,M10_7,M10_15,M10_30,M10_deadline,M11_3,M11_7,M11_15,M11_30,M12,M13_3,M13_7,M13_15,M13_30,M13_D7,M13_D15,M13_D30,M13_Ddeadline,M14_3,M14_7,M14_15,M14_30,M15,M43,M16_3,M16_7,M16_15,M16_30,M16_D7,M16_D15,M16_D30,M16_Ddeadline,M44,M45,M46,M17,M18_3,M18_7,M18_15,M18_30,M18_deadline,M19,M21_3,M21_7,M21_15,M21_30,M21_deadline,M22_3,M22_7,M22_15,M22_30,M22_deadline,M23_3,M23_7,M23_15,M23_30,M23_deadline,M24_3,M24_7,M24_15,M24_30,M24_deadline,M23_IsClamped,M22_IsClamped,M25
2467,10000.0,1,2,5.0,,291.0,0.0,83.0,327,2,,0.28205128205128205,0.5,0.3,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.19230769230769232,0.19047619047619047,0.4,0.7777777777777778,0.3333333333333333,0.3033175355450237,87.0,126.0,152.0,183.0,222.0,0.3918918918918919,0.5675675675675675,0.6846846846846847,0.8243243243243243,0.17567567567567566,0.11711711711711714,0.13963963963963966,0.17567567567567566,96.95402298850573,92.75396825396824,83.67763157894737,88.74193548387095,123.89473684210527,74.0,168.0,426.0,868.0,3129.0,0.023649728347714925,0.053691275167785234,0.1361457334611697,0.27740492170022374,0.03004154682007031,0.08245445829338446,0.14125918823905403,0.7225950782997763,24.0,34.0,67.0,112.0,378.0,96.0,0.06349206349206349,0.08994708994708994,0.17724867724867724,0.2962962962962963,0.026455026455026454,0.0873015873015873,0.11904761904761904,0.7037037037037037,0.746031746031746,0.0997322623828648,0.0070759227385733415,18.0,20.0,30.0,59.0,103.0,356.0,0.05056179775280899,294.0,371.0,702.0,861.0,1177.0,0.03582089552238806,0.04941860465116279,0.09449929478138223,0.13675213675213677,0.32841007819287577,0.4388059701492537,0.5392441860465116,0.9901269393511989,1.0,1.0,0.9183673469387755,0.9083557951482479,0.9045584045584045,0.8699186991869918,0.6788445199660154,1.0,,41.0
2478,950.0,1,2,5.0,,120841.0,0.0,50.0,19,3,,0.1282051282051282,0.16666666666666666,0.13636363636363635,0.15789473684210525,0.18181818181818182,0.16666666666666666,0.07692307692307693,0.5757575757575758,0.3333333333333333,0.10526315789473684,0.0,0.2956521739130435,26.0,40.0,52.0,58.0,129.0,0.20155038759689922,0.31007751937984496,0.40310077519379844,0.4496124031007752,0.10852713178294573,0.09302325581395349,0.04651162790697677,0.5503875968992248,39.653846153846146,69.325,69.24,80.0,265.77777777777777,51.0,156.0,338.0,653.0,1402.0,0.03637660485021398,0.11126961483594865,0.24108416547788872,0.4657631954350927,0.07489300998573467,0.12981455064194009,0.22467902995720399,0.5342368045649073,15.0,24.0,51.0,96.0,189.0,68.0,0.07936507936507936,0.12698412698412698,0.2698412698412698,0.5079365079365079,0.047619047619047616,0.14285714285714285,0.23809523809523808,0.4920634920634921,0.6402116402116402,0.14835978835978836,0.013650793650793651,10.0,13.0,21.0,46.0,89.0,176.0,0.056818181818181816,127.0,181.0,250.0,408.0,556.0,0.015723270440251572,0.024242424242424242,0.05054509415262636,0.08170212765957446,0.15619834710743802,0.1331236897274633,0.18282828282828284,0.24777006937561943,0.3472340425531915,0.45950413223140496,0.8818897637795275,0.8674033149171271,0.796,0.7647058823529411,0.6600719424460432,,,40.0
2479,10000.0,1,2,5.0,,100001.0,0.0,87.0,38,1,,0.0975609756097561,0.13725490196078433,0.3076923076923077,0.125,0.4444444444444444,0.14285714285714285,0.35714285714285715,0.14705882352941177,0.23809523809523808,0.3333333333333333,0.0,0.26973684210526316,0.0,10.0,34.0,110.0,256.0,0.0,0.0390625,0.1328125,0.4296875,0.0390625,0.09375,0.296875,0.5703125,0.0,140.7,120.88235294117645,73.71052631578948,156.5125,23.0,63.0,211.0,448.0,1563.0,0.01471529110684581,0.04030710172744722,0.13499680102367242,0.2866282789507358,0.02559181062060141,0.0946896992962252,0.15163147792706336,0.7133717210492643,11.0,15.0,26.0,47.0,191.0,53.0,0.05759162303664921,0.07853403141361257,0.13612565445026178,0.24607329842931938,0.020942408376963352,0.05759162303664922,0.1099476439790576,0.7539267015706806,0.7225130890052356,0.0940602996930854,0.015405909610639708,9.0,11.0,15.0,26.0,47.0,181.0,0.049723756906077346,66.0,144.0,252.0,350.0,774.0,0.010073260073260074,0.013032145960034752,0.021885521885521887,0.038810900082576386,0.1154776299879081,0.06043956043956044,0.12510860121633363,0.21212121212121213,0.28901734104046245,0.46795646916565903,0.8333333333333334,0.8958333333333334,0.8968253968253969,0.8657142857142857,0.7532299741602067,,,38.0
2487,3000.0,1,2,5.0,,60001.0,0.0,86.0,143,1,,0.03636363636363636,0.13793103448275862,0.18181818181818182,0.08333333333333333,0.08333333333333333,0.0,0.2037037037037037,0.07142857142857142,0.0,0.046875,0.0,0.09905660377358491,101.0,123.0,158.0,168.0,319.0,0.3166144200626959,0.38557993730407525,0.4952978056426332,0.5266457680250783,0.06896551724137934,0.10971786833855796,0.03134796238244514,0.47335423197492166,74.23762376237623,70.03252032520325,63.65,75.9,84.38028169014085,23.0,74.0,129.0,209.0,731.0,0.03146374829001368,0.1012311901504788,0.17647058823529413,0.2859097127222982,0.06976744186046512,0.07523939808481533,0.10943912448700407,0.7140902872777017,0.0,4.0,12.0,19.0,75.0,28.0,0.0,0.05333333333333334,0.16,0.25333333333333335,0.05333333333333334,0.10666666666666666,0.09333333333333335,0.7466666666666666,0.6266666666666667,0.11333333333333333,0.04945736434108527,4.0,0.0,4.0,12.0,19.0,70.0,0.05714285714285714,215.0,250.0,305.0,366.0,502.0,0.0,0.0022484541877459247,0.0068415051311288486,0.010863350485991996,0.04504504504504504,0.12188208616780045,0.1405283867341203,0.17388825541619157,0.20926243567753003,0.3015015015015015,1.0,0.984,0.9606557377049181,0.9480874316939891,0.850597609561753,,,31.0
2488,1000.0,1,1,1.0,,54.0,0.0,41.0,59,1,,0.10526315789473684,0.04081632653061224,0.0,0.043478260869565216,0.1,0.0,0.06060606060606061,0.22580645161290322,0.18181818181818182,0.0,0.0,0.040160642570281124,30.0,44.0,52.0,60.0,63.0,0.47619047619047616,0.6984126984126984,0.8253968253968254,0.9523809523809523,0.2222222222222222,0.12698412698412698,0.12698412698412698,0.04761904761904767,45.13333333333333,52.84090909090909,121.19230769230771,66.0,53.36363636363637,11.0,25.0,57.0,105.0,139.0,0.07913669064748201,0.17985611510791366,0.41007194244604317,0.7553956834532374,0.10071942446043165,0.2302158273381295,0.3453237410071942,0.24460431654676262,4.0,5.0,8.0,18.0,34.0,10.0,0.11764705882352941,0.14705882352941177,0.23529411764705882,0.5294117647058824,0.02941176470588236,0.08823529411764705,0.29411764705882354,0.47058823529411764,0.7058823529411764,0.09971305595408894,0.04519368723098996,4.0,4.0,5.0,7.0,15.0,30.0,0.13333333333333333,73.0,95.0,137.0,193.0,198.0,0.00333889816360601,0.004132231404958678,0.006617038875103391,0.014319809069212411,0.02192134107027724,0.06093489148580968,0.07851239669421488,0.11331679073614558,0.15354017501988862,0.1276595744680851,0.9452054794520548,0.9473684210526316,0.9416058394160584,0.9067357512953368,0.8282828282828283,,,15.0
2489,500.0,2,5,5.0,,19751.0,0.0,76.0,59,1,,0.5116279069767442,0.22641509433962265,0.18518518518518517,0.34615384615384615,0.2727272727272727,0.4666666666666667,0.29545454545454547,0.45714285714285713,0.35,0.6097560975609756,0.0,0.3834355828220859,33.0,45.0,47.0,59.0,306.0,0.10784313725490197,0.14705882352941177,0.15359477124183007,0.19281045751633988,0.0392156862745098,0.006535947712418305,0.0392156862745098,0.8071895424836601,74.9090909090909,63.0,63.680851063829785,95.5,112.97938144329895,126.0,276.0,603.0,1164.0,3775.0,0.03337748344370861,0.07311258278145695,0.15973509933774835,0.30834437086092714,0.03973509933774834,0.0866225165562914,0.1486092715231788,0.6916556291390729,8.0,17.0,29.0,60.0,266.0,79.0,0.03007518796992481,0.06390977443609022,0.10902255639097744,0.22556390977443608,0.03383458646616541,0.045112781954887216,0.11654135338345864,0.7744360902255639,0.7030075187969924,0.18673328056984567,0.015136525524337158,4.0,8.0,17.0,29.0,60.0,259.0,0.015444015444015444,126.0,177.0,251.0,463.0,474.0,0.00667779632721202,0.014049586776859505,0.023986765922249794,0.0477326968973747,0.15261044176706828,0.10517529215358931,0.14628099173553719,0.2076095947063689,0.36833731105807477,0.2719449225473322,0.9365079365079365,0.903954802259887,0.8844621513944223,0.8704103671706264,0.43881856540084385,,,52.0
2496,500000.0,1,1,5.0,,70943.0,0.0,730.0,94,1,1.0,1.0,0.643312101910828,0.35714285714285715,0.803921568627451,0.5471698113207547,0.5180722891566265,0.3852140077821012,0.6968325791855203,0.4166666666666667,0.4846938775510204,0.4666666666666667,0.8501106194690266,429.0,541.0,659.0,836.0,2876.0,0.14916550764951322,0.1881084840055633,0.22913769123783032,0.2906815020862309,0.03894297635605007,0.04102920723226702,0.061543810848400576,0.7093184979137691,90.3356643356643,90.02772643253235,95.71939736346516,65.91525423728814,109.1153846153846,0.0,0.0,0.0,21.0,25321.0,0.0,0.0,0.0,0.0008293511314719008,0.0,0.0,0.0008293511314719008,0.9991706488685281,0.0,0.0,0.0,2.0,1660.0,236.0,0.0,0.0,0.0,0.0012048192771084338,0.0,0.0,0.0012048192771084338,0.9987951807228915,0.8578313253012049,0.020895362271001815,0.002373328932167024,160.0,0.0,0.0,0.0,2.0,1353.0,0.11825572801182557,1756.0,1983.0,2247.0,2595.0,12055.0,0.0,0.0,0.0,0.0012091898428053204,0.3465553235908142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992292870905588,0.8622978017420158,1.0,,86.0
2499,10000.0,2,2,5.0,,44515.0,0.0,84.0,179,2,,0.06666666666666667,0.22950819672131148,0.2727272727272727,0.16,0.07142857142857142,0.3333333333333333,0.14516129032258066,0.3617021276595745,0.2,0.11940298507462686,0.0,0.145610278372591,28.0,48.0,84.0,111.0,163.0,0.17177914110429449,0.294478527607362,0.5153374233128835,0.6809815950920245,0.1226993865030675,0.22085889570552147,0.16564417177914104,0.3190184049079755,112.39285714285714,102.77083333333331,89.52702702702703,116.70370370370372,80.52631578947368,23.0,55.0,168.0,373.0,1024.0,0.0224609375,0.0537109375,0.1640625,0.3642578125,0.03125,0.1103515625,0.2001953125,0.6357421875,4.0,7.0,21.0,36.0,111.0,19.0,0.036036036036036036,0.06306306306306306,0.1891891891891892,0.32432432432432434,0.02702702702702702,0.12612612612612614,0.13513513513513514,0.6756756756756757,0.8288288288288288,0.10982410982410983,0.017481767481767482,10.0,4.0,7.0,21.0,35.0,90.0,0.1111111111111111,257.0,338.0,449.0,534.0,757.0,0.0022753128555176336,0.00398406374501992,0.011673151750972763,0.019758507135016465,0.06510263929618769,0.14618885096700796,0.19237336368810473,0.24958310172317955,0.29308452250274425,0.4439882697947214,0.9844357976653697,0.9792899408284024,0.953229398663697,0.9325842696629214,0.8533685601056803,,,43.0
2509,10000.0,3,2,5.0,,4314866.0,0.0,92.0,194,3,,0.17266187050359713,0.04878048780487805,0.47058823529411764,0.17142857142857143,0.25,0.5,0.19718309859154928,0.24193548387096775,0.06666666666666667,0.015267175572519083,0.0,0.15891472868217055,30.0,39.0,64.0,79.0,121.0,0.24793388429752067,0.32231404958677684,0.5289256198347108,0.6528925619834711,0.07438016528925617,0.20661157024793392,0.12396694214876036,0.3471074380165289,174.36666666666667,152.6410256410256,119.3921568627451,75.06666666666666,61.26315789473684,19.0,42.0,128.0,297.0,1281.0,0.01483216237314598,0.03278688524590164,0.09992193598750976,0.23185011709601874,0.01795472287275566,0.06713505074160811,0.13192818110850899,0.7681498829039812,2.0,3.0,15.0,31.0,105.0,38.0,0.01904761904761905,0.02857142857142857,0.14285714285714285,0.29523809523809524,0.009523809523809521,0.11428571428571428,0.1523809523809524,0.7047619047619047,0.638095238095238,0.1326086956521739,0.012525879917184264,3.0,2.0,3.0,15.0,31.0,102.0,0.029411764705882353,117.0,178.0,475.0,633.0,1121.0,0.0011185682326621924,0.0016602102933038186,0.00825536598789213,0.018375815056312982,0.06302521008403361,0.06543624161073826,0.09850581073602656,0.26141992294991745,0.3752222880853586,0.6728691476590636,0.9829059829059829,0.9831460674157303,0.968421052631579,0.9510268562401264,0.9063336306868867,,,43.0
2510,1000.0,1,5,5.0,,1609.0,0.0,24.0,186,2,,0.9,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.20588235294117646,0.0,0.0,0.0,0.01728395061728395,1.0,9.0,14.0,14.0,14.0,0.07142857142857142,0.6428571428571429,1.0,1.0,0.5714285714285715,0.3571428571428571,0.0,0.0,24.0,30.0,27.214285714285715,22.2,22.2,29.0,157.0,401.0,678.0,678.0,0.04277286135693215,0.23156342182890854,0.5914454277286135,1.0,0.1887905604719764,0.359882005899705,0.4085545722713865,0.0,2.0,17.0,27.0,80.0,80.0,3.0,0.025,0.2125,0.3375,1.0,0.1875,0.12500000000000003,0.6625,0.0,0.9625,0.35312499999999997,0.007291666666666666,18.0,1.0,9.0,16.0,42.0,42.0,0.42857142857142855,25.0,207.0,258.0,272.0,272.0,0.005633802816901409,0.04788732394366197,0.07605633802816901,0.22535211267605634,0.22535211267605634,0.07042253521126761,0.5830985915492958,0.7267605633802817,0.7661971830985915,0.7661971830985915,0.92,0.9178743961352657,0.8953488372093024,0.7058823529411764,0.7058823529411764,,,6.0
2518,10000.0,3,2,5.0,,10001.0,0.0,63.0,210,5,1.0,0.29850746268656714,0.328125,0.30434782608695654,0.3870967741935484,0.4666666666666667,0.4166666666666667,0.7605633802816901,0.8771929824561403,0.25,0.2777777777777778,1.0,0.3855421686746988,61.0,94.0,116.0,151.0,227.0,0.2687224669603524,0.41409691629955947,0.5110132158590308,0.6651982378854625,0.14537444933920707,0.09691629955947134,0.1541850220264317,0.3348017621145375,60.213114754098356,63.01063829787234,60.529411764705884,50.228571428571435,72.64814814814815,105.0,239.0,449.0,749.0,1874.0,0.056029882604055496,0.12753468516542155,0.23959445037353255,0.39967982924226253,0.07150480256136604,0.112059765208111,0.16008537886872998,0.6003201707577375,16.0,32.0,62.0,99.0,288.0,57.0,0.05555555555555555,0.1111111111111111,0.2152777777777778,0.34375,0.05555555555555555,0.10416666666666669,0.1284722222222222,0.65625,0.8020833333333334,0.10328483245149912,0.012511022927689594,11.0,16.0,32.0,59.0,96.0,277.0,0.039711191335740074,0.0,0.0,0.0,0.0,,0.008796041781198461,0.017495899398578457,0.037037037037037035,0.05917513448894202,0.15746309458720611,0.0,0.0,0.0,0.0,,,,,,,,,59.0
